t,ax,ay,az,scr
5.28,0.0834831,-0.1258623,-0.383472900000001,0
5.31,0.0975114,-0.1436184,-0.410744700000001,0
5.32000000000002,0.1045746,-0.152055,-0.433602,0
5.34,0.1021221,-0.160884,-0.420848999999999,0
5.36000000000001,0.0957456,-0.1666719,-0.3797451,0
5.37,0.0876033,-0.1707921,-0.360027,0
5.39000000000002,0.0877995,-0.1717731,-0.354141,0
5.40000000000001,0.0827964,-0.1813869,-0.372583799999999,0
5.42000000000002,0.0789705,-0.1899216,-0.419475599999999,0
5.44,0.0652365,-0.1977696,-0.4497885,0
5.45000000000002,0.0348255,-0.201105,-0.437035500000001,0
5.47,-0.00970329663,-0.2088549,-0.392596199999999,0
5.48000000000002,-0.0433602,-0.2181744,-0.342368999999999,0
5.5,-0.0513063,-0.2317122,-0.333343799999999,0
5.52000000000001,-0.053955,-0.2498607,-0.3623814,0
5.53,-0.0615087,-0.2657529,-0.406428300000001,0
5.56,-0.0769104,-0.2740914,-0.4451778,0
5.57000000000002,-0.1089891,-0.2785059,-0.4405671,0
5.58000000000001,-0.1502892,-0.2974392,-0.380824200000001,0
5.60000000000002,-0.1959057,-0.3273597,-0.3154896,0
5.62,-0.2147409,-0.3546315,-0.3108789,0
5.63,-0.2103264,-0.3795489,-0.3524733,0
5.65000000000001,-0.2154276,-0.4042701,-0.386514000000001,0
5.67000000000002,-0.2385792,-0.4211433,-0.376605899999999,0
5.68000000000001,-0.2689902,-0.4265388,-0.362577600000001,0
5.69,-0.2983221,-0.4210452,-0.366992099999999,0
5.71000000000001,-0.328635,-0.4294818,-0.361007999999999,0
5.72,-0.3628719,-0.4527315,-0.343644299999999,0
5.74000000000001,-0.3850425,-0.4817691,-0.343938600000001,0
5.76000000000002,-0.3878874,-0.5023701,-0.350903700000001,0
5.77000000000001,-0.3902418,-0.516987,-0.350315099999999,0
5.78,-0.4054473,-0.5261103,-0.3498246,0
5.81,-0.4255578,-0.5337621,-0.3405051,0
5.82000000000002,-0.4445892,-0.5411196,-0.3304989,0
5.83000000000001,-0.4530258,-0.5398443,-0.335403899999999,0
5.86000000000001,-0.4418424,-0.5393538,-0.3513942,0
